EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,Attrition
411,30,Female,Married,Research & Development,Manufacturing Director,1,Medical,Travel_Rarely,8,Yes,14240,0,11,0,11,3,2,1,3,3,1,3,3,3,0,No
412,24,Female,Married,Research & Development,Manufacturing Director,3,Medical,Travel_Rarely,4,No,13662,1,17,4,3,0,2,1,2,3,4,3,3,3,0,No
414,43,Male,Married,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,2,No,2180,1,13,0,5,1,5,4,2,4,1,3,3,3,1,Yes
415,36,Female,Married,Research & Development,Research Director,3,Medical,Non-Travel,7,Yes,16868,1,2,1,0,0,0,0,1,1,4,3,4,3,0,No
419,36,Male,Single,Research & Development,Research Director,2,Technical Degree,Travel_Frequently,13,No,13942,1,0,6,4,4,4,1,3,4,3,4,4,3,0,No
421,31,Male,Divorced,Human Resources,Human Resources,1,Technical Degree,Travel_Rarely,16,Yes,6739,1,10,0,2,2,2,2,3,1,3,4,2,3,0,No
422,45,Female,Married,Sales,Sales Representative,3,Medical,Travel_Rarely,6,No,4752,0,21,0,0,0,0,0,1,1,2,4,4,3,0,No
424,33,Male,Single,Research & Development,Healthcare Representative,5,Life Sciences,Travel_Rarely,1,No,7277,1,5,8,0,0,0,0,2,4,4,4,3,4,0,No
430,48,Male,Divorced,Sales,Sales Executive,3,Medical,Travel_Rarely,1,No,4929,0,14,2,1,1,1,0,3,2,3,3,3,3,1,Yes
434,45,Male,Divorced,Human Resources,Human Resources,4,Other,Travel_Rarely,4,No,2864,0,12,0,6,5,4,2,5,4,3,2,4,3,1,Yes
435,28,Female,Married,Sales,Manager,1,Life Sciences,Travel_Rarely,8,No,16034,0,17,2,10,5,6,3,2,3,3,3,3,3,0,No
437,33,Female,Married,Sales,Manager,4,Life Sciences,Travel_Rarely,2,Yes,15741,0,0,1,15,3,11,0,1,3,3,3,3,3,0,No
439,19,Female,Single,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,9,No,13668,1,9,0,1,1,1,1,3,1,1,3,2,3,1,Yes
440,35,Female,Divorced,Research & Development,Research Scientist,1,Life Sciences,Travel_Rarely,5,No,5923,1,17,4,9,4,0,2,2,1,3,4,3,3,0,No
441,43,Male,Married,Sales,Manager,4,Life Sciences,Travel_Rarely,2,No,17599,1,6,1,11,7,5,2,2,3,3,4,4,3,0,No
447,39,Male,Divorced,Sales,Sales Representative,3,Medical,Travel_Frequently,7,No,6702,0,13,3,2,2,0,1,4,3,1,4,3,4,0,No
448,45,Male,Married,Human Resources,Human Resources,3,Medical,Travel_Rarely,2,No,3686,0,5,2,11,5,3,0,0,2,3,3,3,3,0,No
449,47,Male,Single,Research & Development,Healthcare Representative,1,Medical,Travel_Rarely,1,No,6085,1,0,3,5,0,1,5,5,2,1,1,2,4,1,Yes
451,27,Female,Married,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,8,No,6590,0,8,1,9,2,4,0,1,3,4,2,2,3,1,Yes
452,23,Female,Single,Research & Development,Healthcare Representative,3,Marketing,Travel_Rarely,1,Yes,8893,0,26,2,5,0,3,2,2,4,2,2,3,4,0,No
453,34,Female,Single,Sales,Sales Executive,2,Medical,Non-Travel,14,Yes,9592,0,19,0,7,6,2,0,3,4,2,3,4,3,0,No
455,35,Male,Married,Human Resources,Manager,3,Human Resources,Travel_Rarely,11,No,16320,2,0,4,10,0,1,1,2,2,4,4,3,3,1,Yes
460,44,Female,Divorced,Human Resources,Human Resources,1,Human Resources,Travel_Rarely,11,No,3875,0,10,9,6,6,4,1,5,3,3,4,3,3,0,No
461,47,Male,Married,Human Resources,Manager,3,Marketing,Travel_Rarely,4,No,17873,0,19,4,0,0,0,0,2,1,1,3,2,3,1,Yes
462,19,Female,Married,Human Resources,Human Resources,2,Marketing,Travel_Rarely,25,No,4211,0,0,0,1,1,1,1,6,3,1,3,3,3,1,Yes
463,41,Male,Married,Human Resources,Human Resources,2,Medical,Travel_Rarely,5,Yes,3200,0,12,0,4,2,2,3,3,4,4,3,3,3,0,No
465,33,Female,Single,Sales,Manager,4,Life Sciences,Travel_Rarely,1,No,16096,1,14,3,6,4,6,0,1,1,2,3,3,3,1,Yes
475,36,Female,Divorced,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Frequently,2,No,2694,0,5,6,2,2,2,2,2,4,3,2,3,3,1,Yes
477,28,Male,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,1,No,6467,0,5,6,0,0,0,0,3,3,3,4,1,3,1,Yes
481,43,Male,Married,Research & Development,Research Scientist,4,Marketing,Travel_Rarely,9,Yes,5078,0,15,8,0,0,0,0,3,2,3,3,3,3,1,Yes
483,37,Male,Divorced,Sales,Manager,2,Medical,Travel_Rarely,7,Yes,18191,0,2,1,1,1,1,1,1,3,4,3,1,3,1,Yes
485,30,Female,Single,Research & Development,Research Director,3,Medical,Non-Travel,7,No,14784,0,8,2,12,4,3,0,4,1,1,2,4,4,0,No
486,38,Male,Married,Human Resources,Human Resources,3,Marketing,Non-Travel,26,No,2391,1,0,5,1,1,1,1,4,1,4,4,2,3,0,No
487,42,Male,Single,Sales,Sales Representative,4,Technical Degree,Non-Travel,6,No,5886,0,6,4,0,0,0,0,3,1,2,2,3,3,0,No
489,36,Male,Single,Research & Development,Laboratory Technician,3,Life Sciences,Non-Travel,6,No,2275,2,4,0,9,8,8,6,1,4,3,4,2,3,0,No
496,34,Male,Single,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,13,Yes,1009,2,10,0,16,9,3,2,3,4,4,4,3,3,0,No
497,30,Male,Married,Research & Development,Healthcare Representative,2,Marketing,Travel_Rarely,4,Yes,7448,3,5,4,12,12,0,2,0,2,2,3,4,3,0,No
498,45,Male,Married,Human Resources,Manager,3,Medical,Travel_Rarely,9,No,15997,0,16,4,6,3,0,3,2,4,3,2,3,3,0,No
500,35,Male,Single,Human Resources,Human Resources,1,Medical,Travel_Rarely,21,No,3034,1,18,0,13,13,0,0,2,4,4,3,1,3,0,No
502,28,Male,Married,Research & Development,Healthcare Representative,1,Medical,Travel_Rarely,8,No,7635,1,12,0,4,2,4,1,2,3,3,3,3,3,0,No
503,39,Female,Married,Research & Development,Manufacturing Director,1,Human Resources,Travel_Rarely,5,Yes,12406,1,13,0,14,0,3,2,1,4,1,3,3,3,0,No
506,42,Male,Divorced,Sales,Sales Representative,2,Medical,Travel_Rarely,11,No,3288,0,12,0,0,0,0,0,3,3,4,2,3,3,1,Yes
507,39,Male,Married,Sales,Sales Representative,3,Marketing,Travel_Rarely,3,No,4775,2,10,1,4,4,1,0,5,3,4,4,3,3,0,No
509,44,Male,Divorced,Human Resources,Manager,3,Life Sciences,Travel_Frequently,2,Yes,17820,0,6,0,0,0,0,0,0,1,1,2,2,3,1,Yes
512,18,Female,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,29,No,4497,1,7,2,0,0,0,0,3,1,1,3,4,3,0,No
513,32,Male,Single,Research & Development,Research Director,3,Life Sciences,Non-Travel,17,No,16301,0,7,0,1,1,1,1,2,4,1,2,3,4,0,No
514,43,Male,Divorced,Research & Development,Laboratory Technician,2,Other,Non-Travel,3,No,1499,0,6,2,0,0,0,0,2,3,3,2,2,3,0,No
516,42,Male,Married,Sales,Sales Executive,5,Life Sciences,Travel_Frequently,21,No,8164,0,4,2,2,2,2,2,4,4,3,2,1,4,0,No
518,38,Female,Married,Research & Development,Research Director,3,Marketing,Travel_Frequently,1,No,12740,1,16,1,20,0,5,7,2,2,4,4,3,3,0,No
522,43,Female,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,21,No,4846,0,17,3,2,1,2,0,4,4,3,2,2,3,1,Yes
526,32,Male,Married,Human Resources,Manager,4,Other,Travel_Rarely,2,No,17550,0,23,0,0,0,0,0,2,3,3,3,2,3,0,No
528,27,Male,Single,Sales,Sales Representative,5,Technical Degree,Travel_Frequently,1,No,1198,2,13,6,9,3,8,0,2,4,3,4,3,3,0,No
529,45,Male,Married,Human Resources,Human Resources,3,Other,Travel_Rarely,1,No,3843,0,9,2,11,11,7,2,2,2,4,3,3,3,1,Yes
530,28,Male,Married,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,21,Yes,6857,0,15,2,0,0,0,0,1,4,2,3,3,3,1,Yes
532,60,Female,Married,Sales,Manager,3,Technical Degree,Non-Travel,5,No,17766,1,20,2,15,3,3,3,3,3,3,2,2,3,0,No
536,37,Male,Single,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,4,No,11597,0,13,1,0,0,0,0,1,3,3,3,2,3,0,No
538,38,Male,Single,Research & Development,Healthcare Representative,4,Life Sciences,Non-Travel,4,No,6066,0,12,1,2,0,0,0,2,3,1,2,3,3,0,No
539,24,Female,Married,Sales,Sales Representative,4,Life Sciences,Travel_Frequently,2,No,2675,0,9,0,6,0,0,0,2,2,1,2,3,3,1,Yes
541,37,Male,Divorced,Sales,Sales Executive,3,Marketing,Non-Travel,7,No,6036,0,5,1,11,1,10,1,1,4,4,3,3,3,0,No
543,38,Male,Married,Human Resources,Manager,3,Other,Travel_Rarely,3,Yes,15872,0,10,1,0,0,0,0,3,4,1,3,3,3,1,Yes
545,46,Male,Single,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,4,No,5437,0,0,6,3,3,3,1,4,3,3,2,1,3,0,No
548,32,Male,Single,Research & Development,Research Scientist,4,Human Resources,Travel_Frequently,1,No,5720,0,6,2,2,1,2,1,2,4,1,3,2,4,0,No
549,40,Male,Married,Research & Development,Research Director,3,Life Sciences,Travel_Frequently,1,No,15683,0,4,0,9,1,9,3,1,1,2,2,3,4,0,No
550,27,Male,Divorced,Research & Development,Healthcare Representative,3,Medical,Travel_Frequently,1,Yes,9116,0,12,2,6,6,5,0,1,1,2,3,2,3,0,No
551,43,Male,Married,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,4,No,12284,2,11,0,0,0,0,0,2,1,2,3,3,4,0,No
555,38,Male,Married,Research & Development,Research Scientist,4,Human Resources,Non-Travel,11,No,3958,1,14,2,2,2,2,0,2,1,3,3,3,3,0,No
556,44,Female,Married,Human Resources,Human Resources,5,Life Sciences,Travel_Rarely,14,No,5500,1,6,4,4,4,4,1,2,4,1,3,3,3,1,Yes
562,44,Female,Divorced,Sales,Sales Representative,3,Human Resources,Travel_Frequently,8,Yes,1009,1,4,3,3,0,2,0,0,3,1,3,2,3,0,No
563,50,Female,Married,Research & Development,Healthcare Representative,5,Life Sciences,Travel_Rarely,1,No,6537,1,16,2,1,1,1,0,2,1,3,2,2,3,0,No
564,21,Male,Single,Sales,Sales Representative,4,Medical,Travel_Rarely,8,No,1591,0,24,1,3,0,2,0,0,4,4,3,2,3,0,No
566,32,Female,Single,Research & Development,Manufacturing Director,2,Medical,Travel_Rarely,1,No,14819,0,11,0,3,1,0,0,3,2,4,3,3,3,0,No
568,34,Male,Married,Research & Development,Manufacturing Director,5,Medical,Travel_Rarely,20,No,16397,2,10,0,2,2,2,2,0,4,2,1,1,3,0,No
569,39,Male,Single,Sales,Sales Executive,5,Medical,Non-Travel,3,No,6339,1,14,2,3,0,3,2,2,2,2,3,2,3,0,No
570,42,Male,Single,Sales,Manager,3,Technical Degree,Travel_Rarely,3,No,17751,1,2,0,4,4,3,1,1,3,3,4,3,3,0,No
571,29,Male,Single,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,8,No,14390,0,12,1,4,2,4,4,2,4,2,3,4,3,0,No
573,46,Male,Married,Sales,Sales Executive,4,Marketing,Non-Travel,2,No,9437,1,10,1,6,3,1,6,4,3,2,3,3,3,0,No
574,31,Male,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,18,Yes,16380,1,14,0,5,5,0,4,3,3,3,3,3,3,0,No
575,42,Female,Married,Human Resources,Manager,3,Medical,Non-Travel,1,Yes,16445,0,10,1,20,7,3,1,3,3,3,3,3,3,0,No
576,40,Male,Divorced,Human Resources,Manager,4,Medical,Non-Travel,4,Yes,15641,1,6,1,10,2,3,6,0,2,2,2,3,3,0,No
578,36,Male,Single,Sales,Sales Representative,3,Medical,Travel_Rarely,13,Yes,3228,1,19,2,12,8,0,6,5,1,1,2,3,3,0,No
581,35,Male,Divorced,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,23,No,7390,1,0,0,6,2,4,3,3,4,3,3,3,3,0,No
585,30,Male,Single,Sales,Manager,4,Human Resources,Travel_Rarely,3,No,17610,0,4,4,2,2,0,2,3,4,2,2,3,3,0,No
587,30,Male,Married,Human Resources,Human Resources,2,Life Sciences,Travel_Rarely,1,No,5429,0,14,3,2,2,2,0,2,4,1,3,3,3,1,Yes
589,44,Female,Single,Human Resources,Human Resources,4,Marketing,Travel_Rarely,13,No,5131,1,5,5,7,2,0,1,2,4,3,3,3,4,0,No
591,38,Male,Single,Human Resources,Manager,3,Medical,Travel_Frequently,1,No,15987,0,9,4,3,3,0,3,3,3,1,4,4,4,0,No
592,19,Female,Married,Research & Development,Laboratory Technician,3,Technical Degree,Travel_Rarely,6,No,3319,1,9,4,0,0,0,0,4,3,1,3,3,4,0,No
593,37,Female,Married,Sales,Sales Executive,4,Medical,Travel_Rarely,23,Yes,5346,1,4,1,11,9,1,1,3,3,4,3,3,3,0,No
597,42,Male,Single,Human Resources,Manager,3,Medical,Travel_Rarely,8,No,15141,0,5,1,24,8,2,1,4,2,4,3,3,3,0,No
598,40,Female,Divorced,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,10,No,5700,2,19,0,0,0,0,0,5,1,3,2,4,4,1,Yes
599,46,Female,Married,Research & Development,Laboratory Technician,5,Life Sciences,Travel_Frequently,13,No,7139,1,0,0,1,0,1,0,1,1,3,3,3,3,0,No
600,36,Male,Single,Human Resources,Manager,3,Life Sciences,Travel_Rarely,6,No,15766,1,18,0,0,0,0,0,2,4,4,2,3,3,0,No
606,44,Female,Single,Research & Development,Laboratory Technician,3,Life Sciences,Non-Travel,1,No,1699,0,16,1,2,1,2,2,1,2,3,4,3,3,0,No
610,32,Female,Married,Sales,Manager,3,Medical,Travel_Rarely,29,No,18276,1,10,0,3,3,2,1,3,1,3,2,4,3,0,No
611,49,Female,Divorced,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,1,Yes,5389,0,12,3,0,0,0,0,2,3,1,4,1,3,1,Yes
612,37,Male,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,9,No,16073,1,8,0,10,1,10,2,3,1,4,3,3,4,0,No
614,24,Male,Married,Research & Development,Manufacturing Director,2,Marketing,Non-Travel,4,Yes,10555,1,19,1,1,1,0,1,2,4,3,4,3,3,0,No
615,34,Male,Single,Human Resources,Manager,5,Human Resources,Non-Travel,10,No,18558,2,10,2,1,1,0,1,1,2,4,3,3,4,0,No
616,29,Male,Married,Sales,Sales Executive,4,Medical,Travel_Rarely,4,No,8188,0,12,3,7,1,1,0,3,2,4,1,3,3,0,No
619,35,Male,Married,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,16,No,2861,1,3,0,2,1,1,0,5,4,4,2,2,3,0,No
621,34,Male,Married,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,4,No,5008,0,10,2,4,2,4,2,0,4,4,3,2,3,0,No
624,37,Female,Married,Research & Development,Healthcare Representative,2,Life Sciences,Travel_Frequently,13,No,5228,0,18,1,10,10,0,0,1,2,1,2,3,3,1,Yes
625,43,Female,Single,Sales,Manager,3,Marketing,Travel_Rarely,2,No,17887,1,17,0,0,0,0,0,2,3,4,3,3,4,0,No
626,30,Female,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,1,No,16247,0,11,6,12,6,6,1,1,4,3,3,3,4,0,No
627,22,Male,Single,Research & Development,Healthcare Representative,5,Marketing,Travel_Rarely,2,No,5757,0,22,0,0,0,0,0,2,2,3,3,3,4,1,Yes
628,36,Female,Single,Sales,Sales Representative,3,Marketing,Travel_Rarely,1,No,2831,1,12,1,18,1,0,0,2,4,3,3,4,3,0,No
629,48,Female,Divorced,Research & Development,Healthcare Representative,2,Human Resources,Travel_Rarely,1,Yes,7836,0,1,4,6,4,1,1,0,1,1,3,3,4,0,No
632,51,Male,Married,Sales,Sales Representative,3,Medical,Travel_Rarely,19,No,2448,0,14,3,4,0,0,0,3,4,2,3,3,3,0,No
636,29,Male,Divorced,Research & Development,Laboratory Technician,1,Other,Travel_Rarely,28,No,6134,0,11,2,1,1,0,0,2,2,3,3,3,3,1,Yes
639,22,Male,Married,Human Resources,Human Resources,4,Marketing,Travel_Rarely,5,No,3729,0,20,0,4,0,2,0,2,3,1,3,3,3,1,Yes
642,33,Female,Married,Human Resources,Manager,4,Marketing,Travel_Rarely,1,No,17882,1,11,8,15,1,2,2,4,3,2,3,3,3,0,No
644,39,Female,Single,Sales,Manager,3,Medical,Travel_Rarely,1,No,17284,1,6,4,21,9,11,9,2,3,4,2,3,3,1,Yes
645,40,Male,Married,Research & Development,Healthcare Representative,2,Technical Degree,Travel_Frequently,1,No,7028,1,4,1,9,4,4,0,4,3,4,3,2,3,0,No
646,44,Female,Single,Sales,Sales Representative,4,Medical,Travel_Rarely,1,Yes,5026,0,13,0,4,1,4,0,6,4,3,2,2,3,0,No
647,25,Male,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,16,Yes,7406,1,9,3,2,0,2,2,3,1,4,3,3,3,0,No
648,29,Female,Divorced,Research & Development,Manufacturing Director,4,Medical,Travel_Rarely,22,No,13462,1,6,9,3,0,3,1,5,4,4,3,2,3,0,No
653,49,Female,Married,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,27,No,15099,1,19,2,17,1,3,1,3,3,1,2,2,3,0,No
654,31,Female,Divorced,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,22,No,4683,0,16,0,1,1,0,0,1,3,3,3,3,3,0,No
655,33,Female,Married,Research & Development,Manufacturing Director,2,Marketing,Travel_Rarely,7,No,15029,2,14,1,15,5,1,1,3,4,1,3,4,4,0,No
656,60,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Non-Travel,5,No,5216,3,17,1,10,0,3,0,3,3,4,3,3,3,0,No
657,44,Female,Married,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,1,No,15368,0,11,0,1,1,1,1,1,4,4,3,3,3,0,No
660,43,Female,Married,Sales,Manager,3,Medical,Travel_Rarely,9,No,18853,2,3,0,10,8,3,0,3,4,3,3,4,3,0,No
662,32,Male,Married,Sales,Manager,1,Medical,Travel_Rarely,13,Yes,16877,3,15,0,0,0,0,0,3,4,1,1,3,3,0,No
663,18,Male,Single,Human Resources,Human Resources,2,Medical,Travel_Rarely,1,No,2369,1,3,3,0,0,0,0,3,4,4,3,3,3,0,No
664,42,Female,Married,Human Resources,Human Resources,2,Marketing,Travel_Rarely,3,No,4693,0,17,1,3,0,1,3,2,3,4,3,3,3,0,No
666,42,Female,Married,Research & Development,Healthcare Representative,1,Technical Degree,Travel_Rarely,9,No,6103,0,20,0,6,3,4,0,3,3,2,3,3,3,1,Yes
668,40,Male,Married,Human Resources,Manager,3,Life Sciences,Travel_Rarely,1,No,19102,0,0,0,21,5,5,0,0,3,3,4,3,3,0,No
671,44,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,24,No,8493,1,32,4,3,3,3,1,1,1,1,3,4,3,0,No
674,39,Male,Married,Sales,Sales Representative,2,Marketing,Travel_Frequently,17,No,3546,1,7,0,9,1,1,9,3,1,2,3,3,3,0,No
675,41,Female,Married,Sales,Manager,2,Medical,Travel_Rarely,7,No,17659,0,16,7,9,2,1,0,4,3,1,3,2,3,1,Yes
678,43,Male,Divorced,Sales,Manager,4,Medical,Travel_Rarely,1,Yes,18273,1,10,4,3,1,3,3,2,4,3,3,3,3,0,No
680,41,Male,Married,Human Resources,Human Resources,3,Marketing,Travel_Rarely,6,Yes,4750,1,11,3,0,0,0,0,4,1,3,3,4,3,0,No
681,18,Male,Divorced,Research & Development,Research Director,3,Life Sciences,Non-Travel,18,Yes,17645,0,3,0,0,0,0,0,1,1,3,3,4,3,0,No
683,27,Male,Married,Human Resources,Manager,2,Human Resources,Non-Travel,16,Yes,18025,0,1,6,5,0,4,0,4,1,4,2,3,3,0,No
686,21,Female,Single,Human Resources,Human Resources,2,Medical,Non-Travel,3,No,4612,1,19,2,2,2,0,2,0,3,3,4,3,3,1,Yes
690,29,Female,Single,Sales,Sales Executive,5,Medical,Travel_Rarely,3,No,5696,0,0,0,8,1,8,3,5,3,4,3,3,3,0,No
691,47,Female,Married,Sales,Sales Executive,3,Technical Degree,Travel_Frequently,4,Yes,8672,1,8,3,1,1,1,1,3,1,3,3,3,4,0,No
692,32,Female,Divorced,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,29,No,2849,3,5,0,1,1,1,1,3,2,1,3,2,3,0,No
694,20,Female,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,2,No,1605,1,0,0,2,1,2,2,3,2,2,3,3,3,0,No
695,35,Male,Divorced,Human Resources,Human Resources,1,Medical,Travel_Rarely,27,No,2917,0,12,0,0,0,0,0,3,3,3,4,3,3,0,No
699,25,Male,Divorced,Research & Development,Healthcare Representative,3,Marketing,Travel_Frequently,29,No,8244,0,19,0,0,0,0,0,2,2,1,3,3,3,0,No
702,46,Male,Divorced,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,1,Yes,15526,1,12,0,20,11,5,6,3,3,4,2,4,4,0,No
703,40,Male,Married,Sales,Manager,4,Medical,Non-Travel,10,Yes,15010,0,11,1,8,1,2,8,1,3,3,3,3,3,0,No
704,34,Male,Divorced,Human Resources,Human Resources,4,Life Sciences,Non-Travel,10,No,5686,1,8,9,1,0,0,1,2,1,4,3,3,3,0,No
707,39,Female,Married,Human Resources,Manager,5,Life Sciences,Travel_Rarely,5,Yes,16445,0,22,0,17,0,3,2,2,3,2,3,4,3,0,No
708,32,Male,Single,Human Resources,Human Resources,4,Other,Travel_Rarely,1,Yes,2061,0,15,0,8,8,5,0,0,3,4,4,2,3,0,No
710,29,Male,Divorced,Human Resources,Manager,2,Medical,Travel_Rarely,2,No,15964,0,22,0,2,2,2,0,1,4,4,3,2,3,0,No
713,34,Male,Married,Human Resources,Human Resources,3,Technical Degree,Non-Travel,7,No,4749,0,14,0,16,3,5,4,0,4,1,3,2,3,0,No
714,30,Female,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,22,No,2856,1,0,2,3,1,3,3,4,3,1,3,3,4,1,Yes
718,39,Male,Married,Research & Development,Manufacturing Director,1,Life Sciences,Travel_Rarely,2,No,13653,0,21,3,6,2,2,3,3,3,4,4,2,3,0,No
719,32,Male,Divorced,Sales,Sales Executive,3,Medical,Travel_Rarely,1,No,7789,0,6,0,4,2,4,0,2,4,2,3,3,3,1,Yes
721,37,Male,Divorced,Human Resources,Human Resources,3,Technical Degree,Travel_Rarely,2,No,3260,3,21,0,7,0,0,0,3,3,1,2,4,3,1,Yes
728,44,Male,Single,Human Resources,Manager,3,Life Sciences,Travel_Rarely,10,No,17510,0,3,0,11,1,2,2,3,2,1,3,4,3,0,No
732,26,Male,Married,Human Resources,Manager,4,Life Sciences,Non-Travel,14,Yes,14973,0,1,0,8,8,8,1,2,2,1,4,3,3,0,No
734,37,Male,Single,Human Resources,Manager,1,Life Sciences,Travel_Rarely,18,Yes,13671,0,18,0,19,2,0,5,4,4,4,3,3,3,1,Yes
735,18,Female,Single,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,12,No,4182,1,14,1,0,0,0,0,2,3,2,3,2,3,0,No
736,41,Male,Married,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,1,Yes,1621,0,11,0,1,0,0,0,3,3,4,2,1,3,0,No
737,52,Male,Divorced,Sales,Sales Representative,4,Human Resources,Travel_Rarely,2,No,1735,1,2,1,0,0,0,0,3,2,1,3,3,3,0,No
738,24,Male,Married,Human Resources,Manager,4,Medical,Travel_Rarely,28,No,16152,0,0,2,1,1,1,1,4,4,3,3,3,3,1,Yes
740,49,Male,Divorced,Human Resources,Human Resources,4,Medical,Travel_Rarely,4,No,2697,1,14,5,4,3,3,0,3,2,3,2,2,3,0,No
746,28,Male,Single,Sales,Sales Representative,3,Medical,Travel_Rarely,1,No,3183,0,7,3,2,2,0,2,3,1,3,2,2,4,0,No
748,25,Male,Single,Human Resources,Human Resources,1,Life Sciences,Travel_Rarely,1,Yes,3550,3,10,1,7,3,3,3,6,1,2,3,3,3,1,Yes
750,39,Female,Divorced,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,15,No,18637,0,0,5,12,6,2,0,3,4,3,3,3,3,0,No
752,35,Male,Married,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,14,No,5299,0,10,6,3,0,0,3,5,3,3,3,3,3,0,No
754,44,Male,Single,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,1,No,12629,1,9,2,24,6,2,17,3,4,3,3,3,3,1,Yes
756,31,Male,Single,Sales,Manager,4,Human Resources,Travel_Frequently,3,No,14185,0,15,1,1,0,1,1,2,4,2,3,3,3,1,Yes
757,45,Male,Married,Sales,Sales Executive,3,Human Resources,Non-Travel,1,No,8412,2,9,0,8,0,6,4,2,2,1,3,2,3,0,No
761,55,Male,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,7,Yes,5398,0,11,4,10,5,6,2,3,3,1,3,3,3,0,No
763,40,Female,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,12,No,5208,0,12,0,6,5,6,4,0,3,3,4,3,3,1,Yes
764,35,Male,Married,Human Resources,Manager,2,Life Sciences,Travel_Rarely,7,No,19549,1,18,2,15,0,2,3,4,3,3,1,2,3,0,No
765,29,Male,Married,Human Resources,Human Resources,2,Medical,Travel_Rarely,2,Yes,3021,2,16,0,2,2,0,0,1,2,3,3,2,3,0,No
766,35,Male,Single,Sales,Manager,4,Marketing,Travel_Rarely,9,Yes,15638,0,21,4,12,1,4,0,2,3,4,3,4,3,0,No
767,38,Male,Married,Research & Development,Research Director,1,Medical,Travel_Rarely,2,Yes,16829,1,3,0,2,2,1,2,1,3,2,3,2,3,1,Yes
768,43,Male,Divorced,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,1,Yes,7828,0,15,0,10,4,1,1,3,1,4,3,2,3,1,Yes
769,40,Male,Single,Human Resources,Human Resources,2,Life Sciences,Travel_Rarely,9,No,1652,2,15,1,0,0,0,0,3,1,3,2,3,3,0,No
771,34,Male,Married,Research & Development,Manufacturing Director,3,Life Sciences,Non-Travel,1,Yes,14703,1,0,9,0,0,0,0,4,2,2,4,2,3,0,No
773,27,Male,Single,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,4,Yes,3633,0,0,4,0,0,0,0,4,3,1,3,3,3,0,No
778,42,Male,Single,Sales,Sales Representative,1,Medical,Travel_Rarely,1,Yes,3733,1,20,4,10,3,3,2,2,2,2,3,3,3,0,No
779,39,Male,Married,Human Resources,Human Resources,4,Human Resources,Travel_Rarely,29,No,5567,0,23,3,6,1,1,2,1,2,1,3,3,3,0,No
781,32,Female,Married,Sales,Manager,4,Medical,Travel_Frequently,29,No,17551,1,0,9,1,1,1,1,2,3,3,3,3,3,0,No
782,31,Female,Single,Human Resources,Manager,3,Life Sciences,Travel_Rarely,10,Yes,17185,0,14,3,4,0,2,3,6,1,3,2,3,3,0,No
